glottocode,name,isocodes,level,macroarea,latitude,longitude
sihz1238,Sihzang,,dialect,Eurasia,,
siim1238,Siime,,dialect,Africa,,
siiw1238,Siiwa,,dialect,Africa,,
siji1238,Sijiaji,,dialect,Eurasia,,
siju1237,Si Junjung,,dialect,Papunesia,,
sika1262,Sika,ski,language,Papunesia,-8.67302,122.38
sika1261,Sikaiana,sky,language,Papunesia,-8.378194,162.72952
sika1258,Sikar,,dialect,Eurasia,,
sika1263,Sikaritai,tty,language,Papunesia,-2.80285,138.287
sika1259,Sikarwari,,dialect,Eurasia,,
sika1260,Sikasso,,dialect,Africa,,
sikh1239,Sikhota Alin,,dialect,Eurasia,,
siki1239,Sikiana,sik,language,South America,3.01294,-57.9221
sikk1243,Sikka Natar,,dialect,Papunesia,,
sikk1242,Sikkimese,sip,language,Eurasia,27.85795,88.59153
sikp1238,Sikpi,,dialect,Africa,,
siks1238,Siksika,bla,language,North America,49.0669,-113.109
siku1243,Sikubung,,dialect,Papunesia,,
siku1242,Sikule,skh,language,Papunesia,2.69113,95.9636
sila1247,Sila,slt,language,Eurasia,21.6888,102.134
sila1249,Silabu,,dialect,Papunesia,,
sila1250,Silacayoapan Mixtec,mks,language,North America,17.5541,-98.1163
sila1248,Sila (Daju),,dialect,Africa,,
sile1254,Sileba,,dialect,Papunesia,,
sile1253,Silesian,szl,language,Eurasia,,
sili1248,Siligi,,dialect,Papunesia,,
sili1249,Silimo,wul,language,Papunesia,-4.52544,139.003
sili1247,Siliput,mkc,language,Papunesia,-3.60838,142.397
sill1240,Silla,,language,Eurasia,,
sill1239,Sille,,dialect,Eurasia,,
silo1240,Silopi,xsp,language,Papunesia,-5.12302,145.586
silt1240,Silt'e,stv,language,Africa,7.77004,38.1449
silt1241,Silt'e (Retired),xst,language,,,
simm1238,Sim,,dialect,Papunesia,,
sima1257,Sima,,dialect,Eurasia,,
sima1258,Simaa,sie,language,Africa,-15.7434,22.6455
sima1261,Simai,,dialect,Papunesia,,
sima1259,Simalegi,,dialect,Papunesia,,
sima1260,Simaranhon,,dialect,Papunesia,,
simb1254,Simba,sbw,language,Africa,-1.28107,11.1783
simb1259,Simbali,smg,language,Papunesia,-4.88618,151.957
simb1255,Simbari,smb,language,Papunesia,-7.02259,145.603
simb1257,Simberi,,dialect,Papunesia,,
simb1253,Simbiti,,dialect,Africa,,
simb1256,Simbo,sbb,language,Papunesia,-8.26947,156.541
sime1242,Simeku,smz,language,Papunesia,-6.23022,155.423
sime1241,Simeulue,smr,language,Papunesia,2.50288,96.2757
simo1241,Simori,,dialect,Papunesia,,
simt1238,Simte,smt,language,Eurasia,24.5444,93.3265
simu1237,Simunul,,dialect,Papunesia,,
sina1268,Sinabu',,dialect,Papunesia,,
sina1267,Sinaketa,,dialect,Papunesia,,
sina1264,Sinaki,,dialect,Papunesia,,
sina1270,Sinak Nduga,,dialect,Papunesia,,
sina1271,Sinasina,sst,language,Papunesia,-6.08728,145.032
sina1266,Sinaugoro,snc,language,Papunesia,-9.79791,147.861
sind1280,Sindang Kelingi,sdi,language,,,
sind1272,Sindhi,snd,language,Eurasia,26.0,69.0
sind1270,Sindhi Bhil,sbn,language,Eurasia,24.5408,69.0008
sind1271,Sindhi Meghwar,,dialect,Eurasia,,
sind1273,Sindhi Musalmani,,dialect,Eurasia,,
sind1275,Sindhupalchok Pahri,,dialect,Eurasia,,
sind1274,Sindhupalcok,,dialect,Eurasia,,
sind1276,Sindia,,dialect,Africa,,
sind1277,Sindihui Mixtec,xts,language,North America,17.02,-97.3036
sine1238,Sine,,dialect,Africa,,
sing1266,Singa,sgm,language,Africa,-0.24587,33.8997
sing1265,Singala,,dialect,Africa,,
sing1237,Singapore Sign Language,sls,language,Eurasia,1.33069,103.864
sing1269,Singge,,dialect,Papunesia,,
sing1267,Singkarak,,dialect,Papunesia,,
sing1240,Singkil,,dialect,Papunesia,,
sing1268,Singorokai,,dialect,Papunesia,,
sing1264,Singpho,sgp,language,Eurasia,27.296,95.606
sing1263,Singson,,dialect,Eurasia,,
sinh1246,Sinhala,sin,language,Eurasia,8.0,81.0
sini1243,Sinicahua Mixtec,xti,language,North America,17.2218,-97.5904
hmon1331,Sinicized Miao,hmz,language,Eurasia,23.22649,105.08171
sini1242,Sininkere,skq,language,Africa,13.7206,-0.78772
sinj1240,Sinja,,dialect,Eurasia,,
sinj1241,Sinjai,,dialect,Papunesia,,
sink1243,Sinkaling Hkamti,,dialect,Eurasia,,
sink1244,Sinkon,,dialect,Africa,,
sins1241,Sinsauru,snz,language,Papunesia,-5.64336,145.599
sint1235,Sinte Romani,rmo,language,Eurasia,47.5,16.5
siny1243,Sinyar,sys,language,Africa,12.1895,22.5278
siny1244,Sinyonyoi,,dialect,Papunesia,,
sioo1240,Sio,xsi,language,Papunesia,-5.96037,147.353
siom1237,Siompu,,dialect,Papunesia,,
sion1247,Siona-Tetete,snn,language,South America,0.31733,-76.0237
sior1238,Siora,,dialect,Africa,,
sipa1247,Sipacapense,qum,language,North America,15.23054,-91.7041
sipa1246,Sipari,,dialect,Eurasia,,
sipe1237,Sipeng,,dialect,Papunesia,,
sipi1238,Sipisi,,dialect,Papunesia,,
sipu1240,Sipupu,,dialect,Papunesia,,
sipu1239,Sipura,,dialect,Papunesia,,
sipu1244,Sipurghan,,dialect,Eurasia,,
sira1266,Sira,swj,language,Africa,-1.78084,10.4635
sira1261,Siraha,,dialect,Eurasia,,
sira1262,Siraiki Hindki,,dialect,Eurasia,,
sira1263,Siraji-Kashmiri,,dialect,Eurasia,,
sira1264,Siraji of Doda,,dialect,Eurasia,,
sira1267,Siraya,fos,language,Papunesia,22.9777,120.315
sirb1238,Sirba,,dialect,Africa,,
sire1246,Sirenik Yupik,ysr,language,Eurasia,64.5192,-173.925
siri1278,Siri,sir,language,Africa,10.764,9.66743
siri1270,Siria,,dialect,Africa,,
siri1274,Siriano,sri,language,South America,0.436515,-70.184
siri1273,Sirionó,srq,language,South America,-15.5298,-63.9688
siri1268,Siripuria,,dialect,Eurasia,,
siri1272,Sirir,,dialect,Papunesia,,
siri1271,Siri-Sori,,dialect,Papunesia,,
sirm1239,Sirmauri,srx,language,Eurasia,31.1,77.17
siro1247,Sirohi,,dialect,Eurasia,,
siro1249,Siroi,ssd,language,Papunesia,-5.52893,145.994
siro1248,Sironcha,,dialect,Eurasia,,
sile1255,Sirva,sbq,language,Papunesia,-4.98243,145.225
sirz1237,Sirzin,,dialect,Eurasia,,
sisa1246,Sisaket,,dialect,Eurasia,,
sisi1247,Sisi,,dialect,Eurasia,,
sisi1249,Sisiame,,dialect,Papunesia,,
sisi1248,Sisibna,,dialect,Papunesia,,
sisi1250,Sisiqa,,language,Papunesia,-7.0,156.83
siss1242,Sissala of Burkina Faso,sld,language,Africa,11.0916,-2.38217
siss1243,Sissano,sso,language,Papunesia,-3.01976,142.049
sita1237,Sitangkai,,dialect,Papunesia,,
site1237,Siteng,,dialect,Papunesia,,
siti1241,Siti,,language,Africa,9.1667,-2.75
siti1240,Sitia Sherbro,,dialect,Africa,,
situ1238,Situ,,language,Eurasia,31.590536,102.660664
siuu1238,Siu,,dialect,Africa,,
sius1254,Siuslaw,sis,language,North America,42.5111,-124.379
sius1255,Siusy-Tapuya,,dialect,South America,,
siva1239,Sivandi,siy,language,Eurasia,30.08,52.92
sive1238,Sivereki,,dialect,Eurasia,,
siwa1245,Siwai,siw,language,Papunesia,-6.6429,155.452
siwa1244,Siwane,,dialect,Africa,,
siwi1239,Siwi,siz,language,Africa,29.200415,25.519627
siwu1238,Siwu,akp,language,Africa,7.23811,0.44362
sanh1239,Sixian,,dialect,Eurasia,,
siya1241,Siyalgir,,dialect,Eurasia,,
siya1242,Siyaowu,,dialect,Eurasia,,
siyi1236,Siyi,,dialect,Eurasia,,
siyi1240,Siyin Chin,csy,language,Eurasia,23.8192,93.6884
siza1240,Sizaki,szk,language,,,
skag1239,Skagit,ska,dialect,North America,48.5314,-121.991
skan1239,Skånska,,dialect,Eurasia,,
skep1238,Skepi Creole Dutch,skw,language,South America,6.05191,-58.5626
skir1238,Skiri,,dialect,North America,,
skok1240,Skokomish,,dialect,North America,,
skol1241,Skolt Sami,sms,language,Eurasia,68.8326,29.7204
nucl1634,Skou,skv,language,Papunesia,-2.64378,140.902
skra1237,Skrang,,dialect,Papunesia,,
slav1254,Slavomolisano,svm,language,Eurasia,41.89,14.7
slia1241,Sliammon,,dialect,North America,,
slov1269,Slovak,slk,language,Eurasia,48.545705,18.78479
slov1263,Slovakian Sign Language,svk,language,Eurasia,48.0463,18.1248
slov1268,Slovenian,slv,language,Eurasia,46.2543,14.7766
slov1272,Slovenian-Croatian Romani,,dialect,Eurasia,,
slov1270,Slovincian,,dialect,Eurasia,,
smal1240,Small Nyikina,,dialect,Australia,,
smar1235,Smärky Kanum,kxq,language,Papunesia,-8.91812,140.897
smyr1241,Smyrna Armenian,,dialect,Eurasia,,
smyr1240,Smyrna Greek,,dialect,Eurasia,,
snoh1241,Snohomish,sno,dialect,North America,47.9341,-122.138
snoq1240,Snoqualmie,,dialect,North America,,
sooo1254,Sô,sss,language,Eurasia,16.9081,105.001
soaa1237,So'a,ssq,language,Papunesia,-8.6778,121.048
soah1237,Soahuku,,dialect,Papunesia,,
sobe1238,Sobei,sob,language,Papunesia,-1.86998,138.75
soca1235,So (Cameroon),sox,language,Africa,3.68257,12.525
sooo1255,So (Chad),,dialect,Africa,,
soch1238,Sochi,,dialect,Eurasia,,
soch1239,Sochiapam Chinantec,cso,language,North America,17.7985,-96.6079
soda1238,Soda,,dialect,Africa,,
sodd1242,Soddo,,dialect,Africa,,
sode1235,So (Democratic Republic of Congo),soc,language,Africa,1.25037,23.6907
sodo1238,Sodochi,,dialect,Eurasia,,
soga1242,Soga,xog,language,Africa,0.40456,33.3942
soga1243,Sogal,,dialect,Papunesia,,
sogd1245,Sogdian,sog,language,Eurasia,,
sogh1238,Sõghoo,,dialect,Africa,,
sogo1245,Sogokiré,,dialect,Africa,,
sogo1244,Sogoo,,dialect,Africa,,
soii1239,Soi,soj,language,Eurasia,31.8542,54.5964
sokk1239,Sok,skk,dialect,Eurasia,15.1665,106.84
soki1240,Sokid,,dialect,Papunesia,,
soki1239,Sokirik,,dialect,Papunesia,,
soko1248,Soko,,dialect,Africa,,
soko1249,Sokodasa,,dialect,Africa,,
soko1263,Sokoro,sok,language,Africa,11.4634,17.6423
soko1247,Sokoto,,dialect,Africa,,
soko1264,Sokoto (Hausa),,dialect,Africa,,
sokt1238,Sokte,,dialect,Eurasia,,
sold1238,Solduz,,dialect,Eurasia,,
sole1242,Soledad,,dialect,North America,,
soli1239,Soli,sby,language,Africa,-15.5213,28.7934
soll1234,Sollerömål,,dialect,,,
solo1259,Solo,,dialect,Papunesia,,
solo1261,Solombala English,,language,Eurasia,,
solo1262,Solomon Islands Sign Language,szs,language,Papunesia,-9.453975,159.966938
solo1258,Solong,aaw,language,Papunesia,-5.86129,148.825
solo1257,Solos,sol,language,Papunesia,-5.41042,154.624
solo1241,Soloto,,dialect,South America,,
solr1238,Sölreng,,dialect,Eurasia,,
solt1234,Soltec,,language,North America,16.54,-96.96
solu1238,Solu,,dialect,Eurasia,,
sher1255,Solu-Khumbu Sherpa,xsr,language,Eurasia,27.674,86.9994
somm1240,Som,smc,language,Papunesia,-6.07366,146.651
soma1241,So Makon,,dialect,Eurasia,,
soma1255,Somali,som,language,Africa,4.778704,45.152856
somb1238,Somba,,dialect,Papunesia,,
some1244,Some,,dialect,Papunesia,,
somo1238,Somono,,dialect,Africa,,
somr1248,Somrai,sor,language,Africa,9.65897,16.6784
somr1240,Somray of Battambang-Somre of Siem Reap,smu,language,Eurasia,12.243,103.139
somw1237,Somwadina,,dialect,Papunesia,,
somy1238,Somyev,kgt,language,Africa,6.90525,11.4826
sonn1238,Son,,dialect,Eurasia,,
sona1244,Sonaga,ysg,language,Eurasia,26.55,103.33
sona1243,Sonai,,dialect,Papunesia,,
sona1242,Sonapal,,dialect,Eurasia,,
sond1250,Sonde,shc,language,Africa,-6.32223,18.3555
sond1251,Sonder,,dialect,Papunesia,,
sond1249,Sondhwadi,,dialect,Eurasia,,
sond1252,Sondoang,,dialect,Papunesia,,
sond1248,Sondwari,,dialect,Eurasia,,
song1304,Songa,sgo,language,Africa,-4.01205,26.016
song1297,Songbu,,dialect,Eurasia,,
song1303,Songe,sop,language,Africa,-5.71993,25.2765
song1308,Songish,,dialect,North America,,
song1300,Songoora,sod,language,Africa,-2.21871,26.3477
song1306,Songwa,,dialect,Africa,,
song1301,Songwe,,dialect,Africa,,
song1309,Songxi,,dialect,,,
sonh1238,Sonha,soi,language,Eurasia,28.77817,81.21849
soni1260,Sonia,siq,language,Papunesia,-6.42736,142.589
soni1259,Soninke,snk,language,Africa,13.1273,-11.7178
sono1245,Sonora Pima Bajo,,dialect,North America,,
sonp1238,Sonpari,,dialect,Eurasia,,
sons1244,Sonsogon,,dialect,Papunesia,,
sons1242,Sonsorol,sov,language,Papunesia,7.47282,134.565
sons1243,Sonsorolese,,dialect,Papunesia,,
sooo1256,Soo,teu,language,Africa,2.58367,34.7595
sook1244,Sooke,,dialect,North America,,
sook1243,Sook Murut,,dialect,Papunesia,,
sopp1247,Sop,urw,language,Papunesia,-5.49605,145.361
sopp1245,Sop (Austroasiatic),,dialect,Eurasia,,
sope1239,Sopese,,dialect,Papunesia,,
soph1238,So Phong,,dialect,Eurasia,,
sopi1242,Sopi,,dialect,Papunesia,,
sopi1241,Sopi (Sudan),,dialect,Africa,,
sopo1238,Sopocnovskij,,dialect,Eurasia,,
sopp1246,Soppeng,,dialect,Papunesia,,
sopr1238,Sopron,,dialect,,,
soqo1240,Soqotri,sqt,language,Eurasia,12.4892,53.9168
sorr1240,Sor,,dialect,Africa,,
sora1254,Sora,srb,language,Eurasia,19.1213,84.19
sora1251,Soradi,,dialect,Eurasia,,
sorb1250,Sorbung,,language,Eurasia,24.7473696,94.315422
sore1238,Sorendidori,,dialect,Papunesia,,
sori1243,Sori,,dialect,Papunesia,,
sori1241,Sorido,,dialect,Papunesia,,
sori1242,Sori-Harengan,sbh,language,Papunesia,-1.98384,146.642
sork1239,Sorkhei,sqo,language,Eurasia,35.45652,53.21897
soro1243,Soro,,dialect,Africa,,
soro1239,Soroako,,dialect,Papunesia,,
sorr1241,"Sor (Papua, Indonesia)",,dialect,Papunesia,,
sors1239,Sorsogon Ayta,ays,language,Papunesia,13.0426,124.165
sosk1235,Sos Kundi,sdk,language,Papunesia,-3.99024,143.396
sosl1238,So Slouy,,dialect,Eurasia,,
sota1242,Sota Kanum,krz,language,Papunesia,-8.40452,140.969
sota1241,Sotang,,dialect,Eurasia,,
sota1243,Sotavento,,dialect,Africa,,
sotr1238,So Trong,,dialect,Eurasia,,
souu1238,Sou,sqq,language,Eurasia,14.687,106.54
soub1241,Soubakanedougou,,dialect,Africa,,
soub1242,Soubré,,dialect,Africa,,
mani1235,Sougb,mnx,language,Papunesia,-1.49611,133.95
soul1238,Soulani,,dialect,Africa,,
soul1242,Soulede,,dialect,Africa,,
soul1243,Souletin Basque,bsz,language,,,
sout1404,South African Sign Language,sfs,language,Africa,-25.96551,28.11864
sout2709,South Africa Tamil,,dialect,Eurasia,,
sout2656,South Albanian,,dialect,Eurasia,,
sout2893,South Alune,,dialect,Papunesia,,
sout2466,South-Arabian-Unknown-k,,language,Eurasia,,
sout2933,South Aunalei,,dialect,Papunesia,,
sout3227,South Australian Pidgin English,,language,Australia,,
sout2942,South Awa,,dialect,Papunesia,,
sout2952,South Awin,,dialect,Papunesia,,
sout2941,South Awyu,aws,language,Papunesia,-7.36301,139.538
sout2697,South Azerbaijani,azb,language,Eurasia,36.5137,48.4302
sout2966,South Band,,dialect,North America,,
sout2632,South Bavarian,,dialect,Eurasia,,
sout2811,South Binja,,dialect,Africa,,
sout2991,South Bolivian Quechua,quh,language,South America,-20.9201,-66.3331
sout2930,South Bunun,,dialect,Papunesia,,
sout2608,South Central Arvanitika,,dialect,Eurasia,,
sout2787,South Central Banda,lnl,language,Africa,2.94113,21.051
sout3113,South Central Delta Arabic,,dialect,Africa,,
sout2833,South Central Dinka,dib,language,Africa,6.7307,30.3021
koon1244,South-Central Kikongo,kng,language,Africa,-5.57722,14.4771
sout3121,South-Central Lebanese Arabic,,dialect,Eurasia,,
sout2876,South Coast Mengen,,dialect,Papunesia,,
sout2809,South Congo,,dialect,Africa,,
sout2628,South Drente,,dialect,Eurasia,,
sout2859,Southeast Ambrym,tvk,language,Papunesia,-16.2975,168.211
sout2883,Southeast Babar,vbb,language,Papunesia,-7.94359,129.8
sout2820,Southeast Bobe,,dialect,Africa,,
sout2888,Southeast Dobel,,dialect,Papunesia,,
sout2834,Southeastern Dinka,dks,language,Africa,7.02206,31.285
sout1743,Southeastern Finnish,,dialect,Eurasia,,
sout2606,Southeastern Greek,,dialect,Eurasia,,
sout2974,Southeastern Huasteca Nahuatl,,dialect,North America,,
sout3005,Southeastern Ixtlán Zapotec,zpd,language,North America,17.2588,-96.6199
juho1239,South-Eastern Ju,ktz,language,Africa,-19.688,20.7673
sout2703,Southeastern Karakalpak,,dialect,Eurasia,,
sout1549,Southeastern Kolami,nit,language,Eurasia,19.6908,78.5936
sout2652,Southeastern Kumauni,,dialect,Eurasia,,
sout2601,Southeastern Macedonian,,dialect,Eurasia,,
sout3002,Southeastern Nochixtlán Mixtec,mxy,language,North America,17.21219,-97.01454
sout2650,Southeastern Pashto,,dialect,Eurasia,,
sout2982,Southeastern Pomo,pom,language,North America,38.9354,-122.599
sout3223,Southeastern Puebla Nahuatl,nhs,language,,,
sout3255,Southeastern Qimen,,dialect,,,
sout2972,Southeastern Tarahumara,tcu,language,North America,26.7282,-106.706
sout1439,South-Eastern-Tasmanian-Hinterland,,language,Australia,-42.988576,146.885376
sout2976,Southeastern Tepehuan,stp,language,North America,23.1584,-103.983
sout3115,South-Eastern Tunisian,,dialect,Africa,,
sout2695,Southeastern Tuvin,,dialect,Eurasia,,
sout3076,Southeastern varieties,,dialect,Eurasia,,
sout2630,Southeastern Yiddish,,dialect,Eurasia,,
sout3256,Southeast Guangde,,dialect,,,
sout2774,Southeast Ijo,ijs,language,Africa,4.44235,6.32192
sout2997,Southeast Kaingang,,dialect,South America,,
sout2887,Southeast Koba,,dialect,Papunesia,,
sout2810,South East Kongo,,dialect,Africa,,
sout2944,Southeast Marind,,dialect,Papunesia,,
sout2617,Southeast Metafonetica,,dialect,Eurasia,,
sout2672,Southeast Pashayi,psi,language,Eurasia,34.43099,70.30351
sout2995,Southeast Toba,,dialect,South America,,
sout2863,Southeast Vanua Levu,,dialect,Papunesia,,
sout2864,Southeast Viti Levu,,dialect,Papunesia,,
sout2856,South Efate,erk,language,Papunesia,-17.7006,168.377
sout2731,Southern,,dialect,Eurasia,,
sout2905,Southern Alta,agy,language,Papunesia,15.1841,121.054
sout2694,Southern Altai,alt,language,Eurasia,50.1347,86.8705
sout2954,Southern Amami-Oshima,ams,language,Eurasia,28.1955,129.285
sout2951,Southern Ambakich,,dialect,Papunesia,,
sout2929,Southern Amis,,dialect,Papunesia,,
sout2609,Southern Aragonese,,dialect,Eurasia,,
sout2719,Southern Awu Yi,,dialect,Eurasia,,
sout2996,Southern Aymara,ayc,language,South America,-17.1417,-70.3442
sout3053,Southern Bade,,dialect,Africa,,
sout2730,Southern Bai,bfs,language,Eurasia,25.519,100.289
sout2713,Southern Baima,,dialect,Eurasia,,
sout2818,Southern Bakossi,,dialect,Africa,,
sout2642,Southern Balochi,bcc,language,Eurasia,26.0,64.0
sout2737,Southern Bantawa,,dialect,Eurasia,,
sout2644,Southern Bashaka,,dialect,Eurasia,,
sout2920,Southern Betsimisaraka Malagasy,bzc,language,Africa,,
sout3125,Southern Betsimisaraka Malagasy (Retired),bjq,language,Africa,-20.8687,48.1108
sout2660,Southern Bharatpur,,dialect,Eurasia,,
maga1264,Southern Binukidnon,mtw,language,Papunesia,9.49196,122.769
sout2790,Southern Birifor,biv,language,Africa,9.2873,-2.72672
sout2840,Southern Bobo Madaré,bwq,language,Africa,11.5409,-4.26497
sout3052,Southern Buduma,,dialect,Africa,,
sout2616,Southern Calabro,,dialect,Eurasia,,
sout2958,Southern Carrier,caf,language,North America,53.1763,-124.452
sout2780,Southern Chumburung,,dialect,Africa,,
sout3077,Southern Cluster Lishán Didán,,dialect,Eurasia,,
nucl1649,Southern-Coastal Tsimshian,tsi,language,North America,52.59103,-128.544545
sout2773,Southern Coastal Yawuru,,dialect,Australia,,
sout2771,Southern Coastal Yuin,xtv,language,Australia,-37.06227181,149.7169306
sout2950,Southern Coast Kiwai,,dialect,Papunesia,,
sout2992,Southern Conchucos Ancash Quechua,qxo,language,South America,-9.30995,-76.9854
sout2700,Southern Crimean,,dialect,Eurasia,,
sout2654,Southern Dhatki,,dialect,Eurasia,,
sout2816,Southern Dibole,,dialect,Africa,,
sout2741,Southern Dong,kmc,language,Eurasia,25.8874,109.222
sout2978,Southern East Cree,crj,language,North America,51.4078,-78.6971
sout2823,Southern Ejagham,,dialect,Africa,,
sout2824,Southern Etung,,dialect,Africa,,
sout2610,Southern Extremaduran,,dialect,Eurasia,,
sout2783,Southern Fania,,dialect,Africa,,
sout2955,Southern Foothill Yokuts,,dialect,North America,,
sout2715,Southern Ghale,ghe,language,Eurasia,28.106,84.8511
sout2813,Southern Gikuyu,,dialect,Africa,,
sout2711,Southern Gondi,ggo,language,Eurasia,20.10446,80.27811
sout2788,Southern Gourmanchema,,dialect,Africa,,
sout2826,Southern Grebo,grj,language,Africa,4.47607,-7.56872
sout2605,Southern Greek,,dialect,Eurasia,,
sout1555,Southern Guiyang Hmong,hmy,language,Eurasia,26.3902,106.481
sout3236,Southern Gumuz,,language,Africa,9.98,35.51
sout2825,Southern Gunu,,dialect,Africa,,
sout2716,Southern Gurung,,dialect,Eurasia,,
sout2956,Southern Haida,hax,language,North America,53.2616,-132.008
sout2792,Southern Hanga,,dialect,Africa,,
sout2668,Southern Hindko,hnd,language,Eurasia,33.2122,72.1702
sout2764,Southern Inggarda,,dialect,Australia,,
sout2763,Southern inland Nyangumarta,,dialect,Australia,,
sout2770,Southern Inland Yuin,,language,Australia,-36.30008261,148.7238073
sout2745,Southern Isan. Korat,,dialect,Eurasia,,
sout2903,Southern Ivatan,,dialect,Papunesia,,
sout2641,Southern Jafi,,dialect,Eurasia,,
sout2669,Southern Kalasha,,dialect,Eurasia,,
sout2676,Southern Karelian,,dialect,Eurasia,,
sout3251,Southern Katang,sct,language,Eurasia,16.108419,106.473214
sout2667,Southern Katkari,,dialect,Eurasia,,
sout2704,Southern Kazakh,,dialect,Eurasia,,
sout2714,Southern Khams,,dialect,Eurasia,,
sout3226,Southern Khanty,,language,Eurasia,,
sout2688,Southern Khmer,,dialect,Eurasia,,
sout2702,Southern Kirghiz,,dialect,Eurasia,,
sout2778,Southern Kisi,kss,language,Africa,8.32448,-10.3377
sout2949,Southern Kiwai,kjd,language,Papunesia,-8.64889,143.244
sout2640,Southern Kurdish,sdh,language,Eurasia,32.8977,46.5976
sout3210,Southern Lalo,,language,Eurasia,23.5,99.33
sout2989,Southern Lengua,,dialect,South America,,
sout3116,Southern Libyan Arabic,,dialect,Africa,,
sout2776,Southern Limba,,dialect,Africa,,
sout3129,Southern Lolopo,ysp,language,Eurasia,23.847,100.89
sout2647,Southern Luri,luz,language,Eurasia,30.4669,50.8382
sout2794,Southern Lyélé,,dialect,Africa,,
sout2828,Southern Ma'di,snm,language,Africa,2.8735,31.25
sout2662,Southern Magahi,,dialect,Eurasia,,
sout2960,Southern Malimiut Inupiatun,,dialect,North America,,
sout3253,Southern Mansi,,language,Eurasia,58.4362,65.5664
sout3225,Southern Marakwet,tle,language,,,
sout2875,Southern Marik,,dialect,Papunesia,,
sout2655,Southern Marwari,,dialect,Eurasia,,
sout2839,Southern Masalit,,dialect,Africa,,
sout1556,Southern Mashan Hmong,hma,language,Eurasia,25.3359,106.308
mfum1238,Southern Mfumte,nfu,language,Africa,6.6,10.936386
sout2979,Southern Micmac,,dialect,North America,,
sout2692,Southern Mnong,mnn,language,Eurasia,12.06354,107.65424
sout2659,Southern Morena,,dialect,Eurasia,,
sout3117,Southern Morocco Arabic,,dialect,Africa,,
sout2722,Southern Muji,ymc,language,Eurasia,22.87312,103.306087
sout2651,Southern Munji,,dialect,Eurasia,,
sout2880,Southern Mussau,,dialect,Papunesia,,
sout2994,Southern Nambikuára,nab,language,South America,-14.3707,-59.5187
sout2784,Southern Ngbandi,nbw,language,Africa,2.5414,19.5939
sout2689,Southern Nicobarese,nik,language,Eurasia,6.82744,93.8042
sout2993,Southern Ninam,,dialect,South America,,
sout2723,Southern Nisu,nsd,language,Eurasia,23.058,101.412
sout2795,Southern Nuni,nnw,language,Africa,11.5186,-2.14385
sout2724,Southern Nusu,,dialect,Eurasia,,
sout2612,Southern Occitan,,dialect,Eurasia,,
sout2986,Southern Ohlone,css,language,North America,36.787073,-121.487098
sout2963,Southern Okanogan,,dialect,North America,,
sout2932,Southern One,osu,language,Papunesia,-3.41913,141.852
sout2666,Southern Oriya,,dialect,Eurasia,,
sout2969,Southern Paiute,,dialect,North America,,
sout2999,Southern Pame,pmz,language,North America,20.966,-99.334
sout2712,Southern Pa'o,,dialect,Eurasia,,
sout2649,Southern Pashto,pbt,language,Eurasia,37.17,68.25
sout2990,Southern Pastaza Quechua,qup,language,South America,-3.32733,-76.527
sout3224,Southern Pesisir,pec,language,,,
sout3250,Southern Pinghua,,language,Eurasia,23.011,108.093
sout2984,Southern Pomo,peq,language,North America,38.7643,-122.545
sout3001,Southern Puebla Mixtec,mit,language,North America,18.2123,-97.9572
sout2965,Southern Puget Sound Salish,slh,language,North America,47.263,-122.141
sout2729,Southern Pumi,pmj,language,Eurasia,27.8408,100.622
sout2754,Southern Qiandong Miao,hms,language,Eurasia,25.6618,108.533
sout2728,Southern Qiang,qxs,language,Eurasia,31.5392,103.384
sout2732,Southern Rengma Naga,nre,language,Eurasia,26.1178,94.6853
sout3004,Southern Rincon Zapotec,zsr,language,North America,17.3031,-96.3775
sout3010,Southern Roglai,rgs,language,Eurasia,11.3003,108.318
sout2611,Southern Romagnolo,,dialect,Eurasia,,
sout2918,Southern Sama,ssb,language,Papunesia,4.755836,119.483887
sout2674,Southern Sami,sma,language,Eurasia,62.8801,13.7006
sout2844,Southern Samo,sbd,language,Africa,12.713,-2.9052
sout2721,Southern Sani,,dialect,Eurasia,,
sout2653,Southern Saurashtra,,dialect,Eurasia,,
sout2620,Southern Scots,,dialect,Eurasia,,
sout2841,Southern Seeku,,dialect,Africa,,
sout2985,Southern Sierra Miwok,skd,language,North America,38.2363,-120.507
sout3075,Southern Soqotri,,dialect,Eurasia,,
sout2807,Southern Sotho,sot,language,Africa,-30.4445,27.8951
sout2661,Southern Standard Bhojpuri,,dialect,Eurasia,,
sout2663,Southern Standard Maithili,,dialect,Eurasia,,
sout2885,Southern Sumba,,dialect,Papunesia,,
sout2639,Southern Talyshi,,dialect,Eurasia,,
sout2747,Southern Tày,,dialect,Eurasia,,
sout2904,Southern Tboli,,dialect,Papunesia,,
sout2898,Southern Tetun,,dialect,Papunesia,,
sout2746,Southern Thai,sou,language,Eurasia,6.85668,99.7031
sout2738,Southern Thulung,,dialect,Eurasia,,
sout3241,Southern Tidung,itd,language,Papunesia,,
sout2961,Southern Tiwa,tix,language,North America,34.7873,-106.661
sout2953,Southern Tōhoku,,dialect,Papunesia,,
sout2797,Southern Toussian,wib,language,Africa,10.877,-4.65678
sout2607,Southern Tsakonian,,dialect,Eurasia,,
sout2962,Southern Tsimshian,,dialect,North America,,
sout2739,Southern Tujia,tjs,language,Eurasia,28.2368,110.022
