glottocode,name,isocodes,level,macroarea,latitude,longitude
guin1258,Guinau,,language,South America,4.797607,-64.73877
guin1260,Guinea-Bissau Sign Language,,language,Africa,,
guin1254,Guinea Kpelle,gkp,language,Africa,7.93196,-8.98843
guin1250,Guinean Sign Language,gus,language,Africa,9.553,-13.674
guin1257,Guinzadan,,dialect,Papunesia,,
guip1235,Guipuzcoan,,dialect,Eurasia,,
guiq1238,Guiqiong,gqi,language,Eurasia,30.4803,102.128
guiy1236,Guiyang Mandarin,,dialect,,,
guja1254,Gujaaxet,,dialect,Africa,,
guja1252,Gujarati,guj,language,Eurasia,22.687,71.0962
guja1253,Gujari,gju,language,Eurasia,34.3768,73.1461
guji1239,Guji,,dialect,Africa,,
gula1267,Gula,,dialect,Africa,,
gula1270,Gula'alaa,gmb,language,Papunesia,-8.74742,161.023
gula1266,Gula (Central African Republic),kcm,language,Africa,9.49092,23.3805
gula1269,Gula (Chad),glu,language,Africa,10.3049,19.2182
gula1265,Gula Iro,glj,language,Africa,10.267,19.5359
gula1275,Gulak,,dialect,Africa,,
gula1271,Gulamas,,dialect,Papunesia,,
gula1268,Gulay,gvl,language,Africa,9.06629,17.3151
gula1264,Gulay (Dyaabugay),,dialect,Australia,,
gulb1238,Gulbahar,,dialect,Eurasia,,
gule1241,Gule,gly,language,Africa,11.8336,33.6929
gule1242,Guleguleu,,dialect,Papunesia,,
gulf1241,Gulf Arabic,afb,language,Eurasia,30.17,47.5
gulf1242,Gulf Coast French,,language,North America,,
guli1243,Gulicha,,dialect,Papunesia,,
guli1244,Guliguli,gli,language,Papunesia,-8.10266,157.564
gull1240,Gulli,,dialect,Eurasia,,
guln1239,Gulnguy,,dialect,Australia,,
gulu1236,Gulunggulu,,language,Australia,,
guma1255,Gumalu,gmu,language,Papunesia,-5.22189,145.618
guma1253,Gumatj,gnn,language,Australia,-12.25254,136.83042
guma1254,Gumawana,gvs,language,Papunesia,-9.28497,150.762
guma1259,Gumay,,dialect,Africa,,
gumb1243,Gumbang,,dialect,Papunesia,,
gume1239,Gumer,,dialect,Africa,,
gums1237,Gumsai,,dialect,Eurasia,,
gunn1250,Gun,guw,language,Africa,6.48529,2.76767
guna1242,Guna,,dialect,Papunesia,,
gund1247,Gundi,gdi,language,Africa,3.45973,15.7334
gund1249,Gunditjmara,gjm,dialect,,,
gund1248,Gundungurra,xrd,dialect,,,
gung1248,Gungabula,gyf,language,Australia,-25.6896,148.604
gung1249,Gunggay,,dialect,Australia,,
gung1250,Gungu,rub,language,Africa,2.06754,31.4819
gunm1237,Gunma,,dialect,Papunesia,,
gunn1248,Gun-narda,,dialect,Australia,,
gunn1247,Gun-narta,,dialect,Australia,,
gunn1249,Gun-nartpa,,dialect,Australia,,
gunt1240,Guntur,,dialect,Eurasia,,
guny1241,Gunya,gyy,language,Australia,-27.0642,145.862
guny1242,Gunyamoolo,,dialect,Africa,,
gupa1249,Gupa,,dialect,Africa,,
gupa1248,Gupa-Abawa,gpa,language,Africa,8.21291,6.69128
gupa1247,Gupapuyngu,guf,language,Australia,-12.2868,135.337
gura1253,Gura,,dialect,Africa,,
gura1252,Guragone,gge,language,Australia,-12.66855,134.09501
gura1254,Guramalum,grz,language,Papunesia,-4.26666,152.933
gura1251,Gurani,hac,language,Eurasia,36.8377,44.4956
gura1260,Gura (Semitic),,dialect,Africa,,
gurd1238,Gurdjar,gdj,language,Australia,-17.1653,141.145
gure1255,Gureng Gureng,gnr,language,Australia,-25.3893,151.175
gure1252,Gurezi,,dialect,Eurasia,,
gurg1241,Gurgani,,language,Eurasia,36.83,54.43
gurg1240,Gurgula,ggg,language,Eurasia,25.737,68.565
guri1246,Gurian,,dialect,Eurasia,,
guri1248,Guriaso,grx,language,Papunesia,-3.5718,141.597
guri1249,Gurindji Kriol,gjr,language,Australia,,
guri1247,Gurinji,gue,language,Australia,-17.0329,130.379
gurj1238,Gurjindi,,dialect,Australia,,
gurm1246,Gurmana,gvm,language,Africa,10.1487,6.79456
guro1248,Guro,goa,language,Africa,7.34954,-6.31154
guru1264,Guru,,dialect,Africa,,
guru1263,Guruka,,dialect,Africa,,
guru1265,Guru (Mali),,dialect,Africa,,
guru1262,Gurune,,dialect,Africa,,
guru1261,Gurung,gvr,language,Eurasia,27.41687,86.28988
guru1271,Guruntum-Mbaaru,grd,language,Africa,9.87332,10.162
gusa1246,Gusan,gsn,language,Papunesia,-6.28998,146.679
guse1238,Guse,,dialect,Africa,,
gusi1247,Gusii,guz,language,Africa,-0.78872,34.76751
gusi1246,Gusilay,gsl,language,Africa,12.7761,-16.5026
gusu1242,Gusu,,dialect,Africa,,
gusu1241,Gusubou,,dialect,Africa,,
guta1238,Guta,,dialect,Africa,,
guti1235,Gutian,,language,Eurasia,,
gugu1255,Guugu Yimidhirr,kky,language,Australia,-14.9424,144.831
guvh1238,Guvhu,,dialect,Africa,,
guvj1238,Guvja,,dialect,Africa,,
guwa1242,Guwa,xgw,language,Australia,-21.35147706,142.5243782
guwa1243,Guwamu,gwu,language,Australia,-27.8289,148.867
guwa1244,Guwar,,language,Australia,-27.16698973,153.3998245
guwi1238,Guwidj,,dialect,Australia,,
guya1251,Guya,gka,language,Papunesia,-5.70374,146.453
guya1250,Guyambal,,language,Australia,,
guya1253,Guyana Sign Language,,language,South America,,
creo1235,Guyanese Creole English,gyn,language,South America,5.62321,-56.9451
guya1249,Guyani,gvy,language,Australia,-34.739,137.661
guye1238,Guyennais,,dialect,Eurasia,,
guyi1237,Guyinbaraay,,dialect,Australia,,
guzh1234,Guzhang,,dialect,,,
gvok1239,Gvoko,ngs,language,Africa,10.9918,13.7537
gwaa1239,Gwa,gwb,language,Africa,10.3069,9.11434
gwab1237,Gwabegwabe,,dialect,Papunesia,,
gwah1245,Gwahamere,,dialect,Papunesia,,
gwah1244,Gwahatike,dah,language,Papunesia,-5.64555,146.455
gwam1246,Gwamba,,dialect,Africa,,
gwam1245,Gwamhi,,dialect,Africa,,
gwam1244,Gwamhi-Wuri,bga,language,Africa,11.8081,5.07897
gwan1242,Gwana,,dialect,Africa,,
gwan1268,Gwandara,gwn,language,Africa,9.20464,7.49931
gwan1271,Gwandara Eastern,,dialect,Africa,,
gwan1272,Gwandara Gitata,,dialect,Africa,,
gwan1270,Gwandara Karashi,,dialect,Africa,,
gwan1273,Gwandara Koro,,dialect,Africa,,
gwan1269,Gwandara Southern,,dialect,Africa,,
gwan1267,Gwanje,,dialect,Africa,,
gwan1243,Gwano,,dialect,Africa,,
gwap1238,Gwapti,,dialect,Papunesia,,
gwar1240,Gwara,,language,Africa,9.49,7.88
gwar1244,Gwara (Marghi),,dialect,Africa,,
gwar1241,Gwareta,,dialect,Papunesia,,
gwaz1238,Gwaza,,dialect,Eurasia,,
gwee1241,Gwe,,dialect,Africa,,
gwed1239,Gweda,grw,language,Papunesia,-10.2173,150.421
gwee1242,Gweetaawu,,dialect,Africa,,
gwen1242,Gwendele,,dialect,Africa,,
gwen1239,Gweno,gwe,language,Africa,-3.68407,37.6827
gweo1238,Gwéò,,dialect,Africa,,
gwer1238,Gwere,gwr,language,Africa,1.11392,33.8227
gwii1239,/Gwi,gwj,language,Africa,-22.2708,21.9431
gwic1235,Gwich'in,gwi,language,North America,67.4307,-142.963
gwor1239,Gworam,,dialect,Africa,,
gwoz1239,Gwoza,,dialect,Africa,,
gyak1238,Gyakan,,dialect,Africa,,
gyel1242,Gyele,gyi,language,Africa,2.47457,10.2493
gyel1241,Gyell-Kuru-Vwang,,dialect,Africa,,
gyem1238,Gyem,gye,language,Africa,10.4109,9.23923
gyet1241,Gyeto,,dialect,Africa,,
gyet1240,Gyeto (Sebat Bet Gurage),,dialect,Africa,,
gyog1238,Gyogo,,dialect,Africa,,
haaa1252,Ha,haq,language,Africa,-3.77873,30.4894
haaa1250,Ha'aang,,dialect,Eurasia,,
haav1238,Haaviqinra-Oraura,,dialect,Papunesia,,
haba1238,Habau,,dialect,Eurasia,,
habb1238,Habban,,dialect,Eurasia,,
haaa1251,Ha (Bhutan),,dialect,Eurasia,,
habu1241,Habu,hbu,language,Papunesia,-8.76565,125.965
habu1240,Habura,,dialect,Eurasia,,
hach1239,Hachijo,,language,Eurasia,,
hach1238,Hachijō,,dialect,Papunesia,,
haaa1237,Ha (China),,dialect,Eurasia,,
hada1239,Hadareb,,dialect,Africa,,
hade1247,Hadejiya,,dialect,Africa,,
hade1238,Hadem,,dialect,Eurasia,,
hade1248,Hadendoa,,dialect,Africa,,
hadi1240,Hadiyya,hdy,language,Africa,7.57377,37.7577
hado1235,Hadothi,hoj,language,Eurasia,24.8546,75.8366
hadr1235,Hadrami,xhd,language,Eurasia,,
hadr1236,Hadrami Arabic,ayh,language,Eurasia,15.4468,48.6524
hady1238,Hadyo,,dialect,Africa,,
hadz1240,Hadza,hts,language,Africa,-3.83115,35.0458
haek1239,Haeke,aek,language,Papunesia,-21.0735,164.869
haer1234,Ha'erbin Mandarin,,dialect,,45.846595,126.551056
haft1238,Haft-Lang,,dialect,Eurasia,,
gree1278,Hagei Gelao,giq,language,Eurasia,22.5632,104.698
hage1247,Hageulu,,dialect,Papunesia,,
hagi1238,Hagi,,dialect,Papunesia,,
haha1244,Hahaintesu,,dialect,South America,,
haha1243,Hahak,,dialect,Papunesia,,
haho1237,Hahon,hah,language,Papunesia,-5.59031,154.801
haii1241,Hai,,dialect,Africa,,
haig1237,Haigwai,hgw,language,Papunesia,-10.2741,150.256
haij1242,Haija,,dialect,Papunesia,,
hain1237,Haikou,,dialect,Eurasia,20.043869,110.329399
hail1246,Haila'er Dagur,,dialect,Eurasia,,
hail1248,Haila'er Evenki,,dialect,Eurasia,,
hail1247,Hailu,,dialect,Eurasia,,
hain1238,Hainan,,dialect,Eurasia,,
hain1252,Hainaut,,dialect,Eurasia,,
hain1254,Hain||um,,dialect,Africa,,
hain1253,Hainyaxo Bozo,bzx,language,Africa,13.8734,-5.65085
haio1238,Hai//om,hgm,language,Africa,-19.7637,17.0299
haip1238,Haiphong Sign Language,haf,language,Eurasia,20.8537,106.689
hais1244,Haisla,has,language,North America,53.964,-128.602
haii1242,Hai (Tanzania),,dialect,Africa,,
hait1244,Haitian,hat,language,North America,18.795135,-72.136115
hait1241,Haitian Vodoun Culture Language,hvc,language,North America,18.911,-72.394
haji1235,Haji,hji,language,Papunesia,-5.07781,104.714
hajo1238,Hajong,haj,language,Eurasia,25.5143,89.8594
haka1240,Haka Chin,cnh,language,Eurasia,22.8735,92.8208
haka1241,Hakata-ben,,dialect,Papunesia,,
hakk1236,Hakka Chinese,hak,language,Eurasia,25.0,116.0
hako1237,Hakö,hao,language,Papunesia,-5.06832,154.594
hala1254,Halam,,dialect,Eurasia,,
hala1252,Halang,hal,language,Eurasia,14.7862,107.457
hala1253,Halang Doan,hld,language,Eurasia,14.9704,107.86
halb1244,Halbi,hlb,language,Eurasia,20.3081,81.3742
halb1245,Halbi (Nuclear Oriya),,dialect,Eurasia,,
hale1239,Halerman,,dialect,Papunesia,,
halh1239,Halh,,dialect,Eurasia,,
halh1238,Halh Mongolian,khk,language,Eurasia,48.324,106.289
hali1244,Halia,hla,language,Papunesia,-5.26603,154.662
hali1245,Halifoersch,,dialect,Papunesia,,
halk1245,Halkomelem,hur,language,North America,48.0751,-122.029
hall1240,Halländska,,dialect,Eurasia,,
halo1239,Halotesu,,dialect,South America,,
halt1238,Haltu,,dialect,Eurasia,,
halu1238,Halumbung,,dialect,Eurasia,,
hama1241,Ham,,language,Africa,9.951721,15.590037
hama1240,Hamap,hmu,language,Papunesia,-8.26749,124.522
hamb1245,Hamba de Lomela,hba,language,Africa,-2.49047,24.2299
hamb1246,Hamba (Haya),,dialect,Africa,,
hamb1239,Hamba NW of Nachingwea south of Mbemkuru River,,language,Africa,,
hame1240,Häme,,dialect,Eurasia,,
hame1242,Hamer-Banna,amf,language,Africa,5.06515,36.5176
hamg1238,Hamgyongdo,,dialect,Eurasia,,
hami1240,Hamirpuri,,dialect,Eurasia,,
hams1239,Hamshen,,dialect,Eurasia,,
hamt1247,Hamtai,hmt,language,Papunesia,-7.54975,146.227
hamt1248,Hamtik,,dialect,Papunesia,,
hann1241,Han,haa,language,North America,64.5002,-140.352
hana1243,Hanahan,,dialect,Papunesia,,
hana1242,Hanak,,dialect,Eurasia,,
hand1239,Handa,,dialect,Africa,,
hang1258,Hanga,hag,language,Africa,9.33929,-1.57833
hang1261,Hanga (Democratic Republic of Congo),,dialect,Africa,,
hang1263,Hanga Hundi,wos,language,Papunesia,-3.90364,142.849
hang1262,Hangan,,dialect,Papunesia,,
hang1260,Hangaza,han,language,Africa,-2.52347,30.7074
hang1259,Hangiro,,dialect,Africa,,
hang1257,Hangzhou,,dialect,Eurasia,30.261316,120.0318057
hani1248,Hani,hni,language,Eurasia,22.67753,102.851673333
coos1249,Hanis,csz,language,North America,43.4413,-124.16
hank1234,Hankou Mandarin,,dialect,,30.581179,114.272597
hann1240,Hanniu,,dialect,Eurasia,,
hann1239,Hannover German,,dialect,Eurasia,,
hano1246,Hano,lml,language,Papunesia,-15.5432,168.167
hano1243,Hanoi Sign Language,hab,language,Eurasia,21.0245,105.834
hano1247,Hano (USA),,dialect,North America,,
hans1242,Hansen River Warlpiri,,dialect,Australia,,
hant1239,Hantong',,dialect,Eurasia,,
hanu1241,Hanunoo,hnn,language,Papunesia,12.4159,121.221
haoh1238,Haohai,,dialect,Eurasia,,
hapa1237,Hapao Ifugao,,dialect,Papunesia,,
haqu1237,Haquetiya,,dialect,Eurasia,,
hara1257,Haramosh,,dialect,Eurasia,,
hara1272,Harappan,,language,Eurasia,,
hara1271,Harari,har,language,Africa,9.30485,42.1332
hara1256,Harauti,,dialect,Eurasia,,
hara1259,Harava,,dialect,Africa,,
hara1258,Haraza,,language,Africa,15.083,30.417
harb1238,Harban,,dialect,Eurasia,,
hare1241,Hareme,,dialect,Eurasia,,
hare1242,Harengan,,dialect,Papunesia,,
hari1249,Hariamba,,dialect,Eurasia,,
hari1248,Harigaya,,dialect,Eurasia,,
hari1247,Harijan,,dialect,Eurasia,,
hari1250,Haripmor,,dialect,Papunesia,,
haro1237,Haroi,hro,language,Eurasia,13.2201,108.995
hars1238,Harso,,dialect,Africa,,
hars1241,Harsusi,hss,language,Eurasia,19.6511,56.1562
haru1243,Harua,,dialect,Papunesia,,
haru1245,Haruai,tmd,language,Papunesia,-5.09522,144.3375
haru1244,Haruku,hrk,language,Papunesia,-3.57029,128.476
hary1238,Haryanvi,bgc,language,Eurasia,29.0166,76.0432
harz1239,Harzani,hrz,language,Eurasia,38.4341,48.2848
hasa1247,Hasab,,dialect,Africa,,
hasa1249,Hasaitic,,dialect,Eurasia,,
hasa1248,Hasala,,dialect,Africa,,
hash1238,Hasha,ybj,language,Africa,9.14063,8.66137
haso1241,Hasoria Bhil,,dialect,Eurasia,,
haso1242,Hasoria Koli,,dialect,Eurasia,,
hass1238,Hassaniyya,mey,language,Africa,20.1464,-2.40278
hatt1237,Hat,,dialect,Eurasia,,
hata1244,Hata-ben,,dialect,Papunesia,,
hata1243,Hatam,had,language,Papunesia,-1.13531,134.037
hate1238,Hateruma,,dialect,Papunesia,,
hate1239,Hate (Upper Kunimaipa),,dialect,,,
hato1238,Hatoma,,dialect,Papunesia,,
hatt1246,Hattic,xht,language,Eurasia,33.9833,40.3333
hatu1246,Hatuolu,,dialect,Papunesia,,
hatu1245,Hatusua,,dialect,Papunesia,,
hatu1243,Hatutu,,dialect,Papunesia,,
haub1238,Haubi,,dialect,Africa,,
haun1238,Hauna Trade Langauge,,language,Papunesia,,
haun1237,Haununu,,dialect,Papunesia,,
haur1242,Haura,,dialect,Africa,,
haur1243,Hauruha,,dialect,Papunesia,,
haus1257,Hausa,hau,language,Africa,11.1513,8.7804
haus1246,Hausa Sign Language,hsl,language,Africa,8.486,7.168
haus1240,Haush,,language,South America,-54.7,-65.5
haut1245,Haut-Auvergnat,,dialect,Eurasia,,
haut1244,Haut-Languedocien,,dialect,Eurasia,,
haut1246,Haut-Limousin,,dialect,Eurasia,,
hava1249,Havasupai,,dialect,North America,,
hava1248,Havasupai-Walapai-Yavapai,yuf,language,North America,35.6302,-113.385
have1240,Have,,dialect,Eurasia,,
have1241,Haveke,hvk,language,Papunesia,-21.0249,164.753
havu1238,Havu,hav,language,Africa,-1.99975,28.8624
hawa1245,Hawaiian,haw,language,Papunesia,19.6297,-155.43
hawa1247,Hawai'i Creole English,hwc,language,North America,19.6287,-155.437
hawa1235,Hawai'i Pidgin Sign Language,hps,language,North America,21.6311,-158.002
hawk1239,Hawkesbury,xda,language,Australia,-33.11470744,150.4952383
hawk1238,Hawkip,,dialect,Eurasia,,
hawr1242,Hawraman-I Luhon,,dialect,Eurasia,,
hawr1243,Hawraman-I Taxt,,dialect,Eurasia,,
sabu1255,Hawu,hvn,language,Papunesia,-10.5522,121.847
haya1250,Haya,hay,language,Africa,-1.70878,31.4846
haya1248,Haya (China),,dialect,Eurasia,,
haza1239,Hazaragi,haz,language,Eurasia,33.3708,64.5105
hazz1238,Hazzu,,dialect,Eurasia,,
hbro1238,Hbrogpa,,dialect,Eurasia,,
hbru1241,Hbrugchu,,dialect,Eurasia,,
hdii1240,Hdi,xed,language,Africa,10.942,13.6881
head1238,Headwaters Yau,,dialect,Papunesia,,
hebb1237,Hebbar,,dialect,Eurasia,,
heda1238,Hedangpa,,dialect,Eurasia,,
hedk1239,Hedkala,,dialect,Africa,,
hedo1238,Hedong,,dialect,Eurasia,,
hefe1234,Hefei Mandarin,,dialect,,31.873593,117.223663
hehe1240,Hehe,heh,language,Africa,-7.71572,35.7255
heih1238,Heihu,,dialect,Eurasia,,
heil1245,Heilongjiang Oroqen,,dialect,Eurasia,,
heil1246,Heiltsuk-Oowekyala,hei,language,North America,51.7045,-127.221
heka1238,Hekari,,dialect,Eurasia,,
hele1238,Helebi,,dialect,Eurasia,,
helg1238,Helgoland,,dialect,Eurasia,,
helo1243,Helong,heg,language,Papunesia,-10.2647,123.377
helo1244,Helong Darat,,dialect,Papunesia,,
helo1245,Helong Pulau,,dialect,Papunesia,,
hema1238,Hema,nix,language,Africa,1.04953,30.0872
hemb1242,Hemba-Yazi,hem,language,Africa,-7.77459,27.5913
hemb1243,Hembeh,,dialect,Africa,,
heng1238,Henghua,,dialect,Eurasia,,
heng1239,Hengzhou,,dialect,,,
henk1238,Hen-Ke Yi,,dialect,Eurasia,,
heqi1238,Heqing,,dialect,Eurasia,26.5536208,100.1396921
herd1236,Herde,hed,language,Africa,9.14343,14.9267
here1251,Here,,dialect,Africa,,
here1253,Herero,her,language,Africa,-21.0231,20.5655
here1255,Hereve (Lower Kunimaipa),,dialect,,,
herm1237,Hermit,llf,language,Papunesia,-1.52891,145.075
eski1266,Herschel Island Eskimo Trade Jargon,,language,North America,70.11,-152.01
hert1241,Hertevin,hrt,language,Eurasia,37.373,42.5192
hert1242,Hértevin Proper,,dialect,Eurasia,,
hess1238,Hessian,,dialect,Eurasia,,
hewa1241,Hewa,ham,language,Papunesia,-5.03635,142.551
hewe1238,Hewe,,dialect,Africa,,
hewl1238,Hewleri,,dialect,Eurasia,,
hexi1238,Hexi,,dialect,Eurasia,,
heyo1240,Heyo,auk,language,Papunesia,-3.83003,142.471
hezh1242,Hezhang Yi,,dialect,Eurasia,,
hezh1244,Hezhou,,language,Eurasia,,
hiay1237,Hiay,,dialect,Papunesia,,
hibe1235,Hiberno-Scottish Gaelic,ghc,language,Eurasia,55.932,-5.222
hibi1243,Hibito,hib,language,South America,-6.58333,-77.7
hich1237,Hichiku,,dialect,Papunesia,,
hidd1238,Hid,,dialect,Eurasia,,
hida1245,Hida,,dialect,Papunesia,,
hida1246,Hidatsa,hid,language,North America,47.7534,-102.528
hier1240,Hieroglyphic Luwian,hlu,language,Eurasia,,
higa1237,Higaonon,mba,language,Papunesia,8.61202,125.071
high1271,High East Prussian,,dialect,Eurasia,,
high1279,Highland Arequipa,,dialect,South America,,
high1274,Highland Bali,,dialect,Papunesia,,
high1277,Highland Huarijío,,dialect,North America,,
high1275,Highland Konjo,kjk,language,Papunesia,-5.26559,119.928
high1242,Highland Oaxaca Chontal,chd,language,North America,16.1849,-95.7301
high1276,Highland Popoluca,poi,language,North America,18.198,-94.9109
high1278,Highland Puebla Nahuatl,azz,language,North America,20.1554,-97.5556
high1243,Highland Totonac,tos,language,North America,20.3798,-97.6159
high1267,High Piemontese,,dialect,Eurasia,,
higi1240,Higir,,dialect,Africa,,
higs1238,Higsho,,dialect,Eurasia,,
higt1238,Higtsii,,dialect,Eurasia,,
hija1235,Hijazi Arabic,acw,language,Eurasia,22.8346,38.9237
hiju1238,Hijuk,hij,language,Africa,4.39641,10.9081
hila1237,Hila,,dialect,Papunesia,,
hili1240,Hiligaynon,hil,language,Papunesia,10.4018,122.974
hill1255,Hill Angas,,dialect,Africa,,
hill1251,Hill Geta',,dialect,Eurasia,,
karb1241,Hills Karbi,mjw,language,Eurasia,25.7317,93.0462
hima1248,Hima,,dialect,Africa,,
hima1247,Himarimã,hir,language,South America,-6.25217,-64.70047
hind1269,Hindi,hin,language,Eurasia,25.0,77.0
hind1267,Hinduri,hii,language,Eurasia,31.016,77.144
hinu1240,Hinuq,gin,language,Eurasia,42.4502,45.8064
hira1246,Hira,,dialect,Papunesia,,
hira1247,Hirado-ben,,dialect,Papunesia,,
hira1245,Hiranpur,,dialect,Eurasia,,
hiri1237,Hiri Motu,hmo,language,Papunesia,-9.33333,147.083
hiro1237,Hiroshima,,dialect,Papunesia,,
hism1236,Hismaic,,dialect,Eurasia,,
hita1244,Hita-ben,,dialect,Papunesia,,
hita1243,Hitadipa Nduga,,dialect,Papunesia,,
hita1242,Hitau-Pororan,,dialect,Papunesia,,
hitc1239,Hitchiti,,dialect,North America,,
hitt1242,Hittite,hit,language,Eurasia,,
hitu1239,Hitu,htu,language,Papunesia,-3.57478,128.186
hiva1242,Hiva Oa,,dialect,Papunesia,,
hiww1237,Hiw,hiw,language,Papunesia,-13.1391,166.556
hixk1239,Hixkaryána,hix,language,South America,-0.16265,-58.80153
hiyo1238,Hiyowe,,dialect,Papunesia,,
hkak1238,Hkaku,,dialect,Eurasia,,
hkal1241,Hkaluk,,dialect,Eurasia,,
hlai1239,Hlai,lic,language,Eurasia,18.8062,109.459
hlav1238,Hlave,,dialect,Africa,,
hlaw1238,Hlawthai,,dialect,Eurasia,,
hlen1238,Hlengwe,,dialect,Africa,,
hlep1236,Hlepho Phowa,yhl,language,Eurasia,23.591,103.733
hler1235,Hlersu,hle,language,Eurasia,24.4,101.4
hlol1236,Hlo'lan,,dialect,Eurasia,,
hlub1242,Hlubi,,dialect,Africa,,
hmar1241,Hmar,hmr,language,Eurasia,24.7534,93.5497
hmon1333,Hmong Daw,mww,language,Eurasia,21.5461,103.164
hmon1332,Hmong Dô,hmv,language,Eurasia,22.7962,104.182
hmon1263,Hmong Don,hmf,language,Eurasia,21.5211,104.589
hmon1334,Hmong Gu Mba,,dialect,Eurasia,,
hmon1264,Hmong Njua,hnj,language,Eurasia,22.5638,101.95
hmon1338,Hmong Njua (Retired),blu,language,,,
hmon1335,Hmong Xi,,dialect,Eurasia,,
hmwa1241,Hmwaeke,,dialect,Papunesia,,
hmwa1243,Hmwaveke,mrk,language,Papunesia,-20.9246,164.768
hooo1248,Ho,hoc,language,Eurasia,23.9596,87.1188
hoan1238,Hoanya,,dialect,Papunesia,,
hoav1238,Hoava,hoa,language,Papunesia,-8.19679,157.595
hovo1239,Hobongan,hov,language,Papunesia,0.9841,113.897
hoby1242,Hobyót,hoh,language,Eurasia,17.216,52.8334
hoch1237,Ho Chi Minh City Sign Language,hos,language,Eurasia,10.78646,106.68073
hoch1243,Ho-Chunk,win,language,North America,43.5,-88.5
hodr1237,Hodrung,,dialect,Eurasia,,
hoge1238,Hogeri,,dialect,Papunesia,,
hogg1238,Hoggar,,dialect,Africa,,
hooo1250,Ho (Ghana),,dialect,Africa,,
hogh1234,Hog-Harbour,,dialect,,,
hogr1237,Hograno,,dialect,Papunesia,,
hohh1236,Hoh,,dialect,North America,,
hoho1238,Hohodené,,dialect,South America,,
hoia1235,Hoia Hoia,hhi,language,Papunesia,,
hokk1243,Hokkaido,,dialect,Eurasia,,
hokk1249,Hokkaidō,,dialect,Papunesia,,
ainu1240,Hokkaido Ainu,ain,language,Eurasia,43.633654,142.46167
hoku1242,Hokuriku,,dialect,Papunesia,,
hoku1243,Hokushin,,dialect,Papunesia,,
holi1241,Holikachuk,hoi,language,North America,62.7266,-159.831
holi1240,Holimombo,,dialect,Papunesia,,
holi1239,Holiya,hoy,language,Eurasia,21.5259,79.9164
holm1250,Holma,hod,language,Africa,9.96843,13.19949
holm1236,Holmestrand,,dialect,,,
holo1240,Holoholo,hoo,language,Africa,-5.37545,28.3274
holu1245,Holu,hol,language,Africa,-8.14754,17.572
homa1239,Homa,hom,language,Africa,4.97912,28.0039
homb1238,Hombo,,dialect,Africa,,
